,제목,가수,가사,좋아요
10,비의 랩소디,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.B667568B5C3044D26AF3F860D1AA27E7.e.46983"")>","이젠 눈물 그쳐 나를 봐요
우는 그대 더 아름다워
내게 이 모습조차 더 남지 않도록
그냥 고개 돌려요
그저 미안한 마음뿐이죠
그댈 위해 해줄 게 없어
모두 이해할게요 그댈 아끼는 맘
그분들도 같을 거란 걸

한참 동안을 비틀거렸죠
그댈 사랑했던 그만큼
떠나가요 아주 먼 곳으로
그대 소식 내게 올 수 없을 그만큼
다 잊어요 내겐 마지막이 될
사람도 모두 다 버려두고 갈게요

나를 위해 많이 애썼단 걸
알고 있죠 난 감사해요
허나 이룰 수 없는 건 어쩔 수 없죠
내가 용기 낼게요 이젠
죽는 날까지 사랑한대도
가질 수 없는 그대인걸

떠나가요 아주 먼 곳으로
그대 소식 내게 올 수 없을 그만큼
다 잊어요 내겐 마지막이 될
사람도 모두 다 버려두고 갈게요

떠나가요 아주 먼 곳으로
그대 소식 내게 올 수 없을 그만큼
혹시라도 내가 그리울 때면
세상에 내가 없다고 믿어요","94,423"
11,사랑은 늘 도망가,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.4A640DDBBEB8CDB355B793610490FCEB.e.50323"")>","눈물이 난다 이 길을 걸으면
그 사람 손길이 자꾸 생각이 난다
붙잡지 못하고 가슴만 떨었지
내 아름답던 사람아
사랑이란 게 참 쓰린 거더라
잡으려 할수록 더 멀어지더라
이별이란 게 참 쉬운 거더라
내 잊지 못할 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
바람이 분다 옷깃을 세워도
차가운 이별의 눈물이 차올라
잊지 못해서 가슴에 사무친
내 소중했던 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
기다림도 애태움도 다 버려야 하는데
무얼 찾아 이 길을 서성일까
무얼 찾아 여기 있나
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
잠시 쉬어가면 좋을 텐데","223,087"
12,미안해 미워해 사랑해,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.6A9383AF1D5356E616D64D7317288FEE.e.53513"")>","It's the same day
이렇게 너를
다시 불러보는
잊고 있던 마음들과

이제야 내미는
나의 미련한 진심들
늦어서 미안해

I wish I could have told you that
I was born to love you
To love you with all my heart
널 향한 심장이 멈춰지지가 않아

Still want you all the time
아직 내 마음속 한켠의 방에
그리움으로 가득 채워
너를 기다려
Need you all the time
아무 말도 전하지 못해
시간속을 헤메이는
나를 미워해

It’s the same night
흐릿한 어느 밤 안개 속에 너를
불러보곤 해 난 또

시간 저편에 빛나던
기억을 떠올려
두 손 꼭 잡았던

I wish I could have told you that
I was made to love you
To love you with all my heart
망설이다 혼자 삼켰던 말 사랑해

Still want you all the time
아직 내 마음속 한켠의 방에
그리움으로 가득 채워
너를 기다려
Need you all the time
미친 듯이 네게 달려가
두 팔 가득 너를 품고

And I want you to know you’re the only reason
that I still breathe that I still live
And to tell you
사랑했던 나의 진심이
사랑받던 모든 기억이
내 모든 이유
유일한 이유
Hmmm","100,984"
13,number one girl,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.D4228DCE8A31BC1B9F4EE02D24A21979.e.56435"")>","Tell me that I’m special
Tell me I look pretty
Tell me I’m a little angel
Sweetheart of your city
Say what I’m dying to hear
Cause I’m dying to hear you

Tell me I’m that new thing
Tell me that I’m relevant
Tell me that I got a big heart
Then back it up with evidence
I need it and I don’t know why
This late at night

Isn’t it lonely
I’d do anything to make you want me
I’d give it all up if you told me
That I’d be
The number one girl in your eyes
Your one and only
So what’s it gon’ take for you to want me
I’d give it all up if you told me
That I’d be
The number one girl in your eyes

Tell me I’m going real big places
Down to earth so friendly
And even through all the phases
Tell me you accept me
Well that’s all I’m dying to hear
Yeah I’m dying to hear you

Tell me that you need me
Tell me that I’m loved
Tell me that I’m worth it
And that I’m enough
I need it and I don’t know why
This late at night

Isn’t it lonely
I’d do anything to make you want me
I’d give it all up if you told me
That I’d be
The number one girl in your eyes

Your one and only
So what’s it gon’ take for you to want me
I’d give it all up if you told me
That I’d be
The number one girl in your eyes

The girl in your eyes
The girl in your eyes
Tell me I’m the number one girl
I’m the number one girl in your eyes
The girl in your eyes
The girl in your eyes
Tell me I’m the number one girl
I’m the number one girl in your eyes

Well isn’t it lonely
I’d do anything to make you want me
I’d give it all up if you told me
That I’d be
The number one girl in your eyes

Your one and only
So what’s it gon’ take for you to want me
I’d give it all up if you told me
That I’d be
The number one girl in your eyes
The number one girl in your eyes","44,235"
14,헤어지자 말해요,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.C189817FFD4D209F52D842AE063E7979.e.59407"")>","헤어지자고 말하려 오늘
너에게 가다가 우리 추억 생각해 봤어
처음 본 네 얼굴
마주친 눈동자
가까스로 본 너의 그 미소들
손을 잡고 늘 걷던 거리에
첫눈을 보다가 문득 고백했던 그 순간
가보고 싶었던 식당
난생처음 준비한 선물
고맙다는 너의 그 눈물들이
바뀔까 봐 두려워
그대 먼저 헤어지자 말해요
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
시간이 지나고 나면 나는
어쩔 수 없을 걸 문득 너의 사진 보겠지
새로 사귄 친구 함께
웃음 띤 네 얼굴 보면
말할 수 없을 묘한 감정들이
힘들단 걸 알지만
그대 먼저 헤어지자 말해요
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
한 번은 널 볼 수 있을까
이기적인 거 나도 잘 알아
그땐 그럴 수밖에 없던
어린 내게 한 번만 더 기회를 주길
그댈 정말 사랑했다 말해요
나는 사실 그대에게
좋은 사람이 되고 싶었어
영영 다신 못 본다 해도
그댈 위한 이 노래가
당신을 영원히 사랑할 테니","183,660"
15,눈이 오잖아(Feat.헤이즈),"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.5B396771583DE1FF7A627733492C9FC0.e.62208"")>","한 달 좀 덜 된 기억들
주머니에 넣은 채
걷고 있어 몇 시간을
혹시 몰라 네가 좋아했던
코트를 입은 채
나온 번화가 그때 마침
찬바람 막아줄
네가 이젠 없으니까
추울 때 따스히
안아줄 이가 없으니까
친구들이 불러도
나갈 수 없어 난
창문 너머
그저 바라봐 그때 마침
눈이 오잖아
우리 처음 만난 그 밤에도
한참 동안 눈이 왔잖아
지금 내가 생각나지
않을 리가 없잖아
눈이 오잖아
그때 내가 밤하늘 내린
하얀 눈 예쁘다 했잖아
그랬잖아
지금 눈이 오잖아
Uh 눈이 오잖아
이 말 핑계인 걸 알지만
생각에 잠기곤 해
거릴 거니는 내
곁에 아무도 없을 때
더 크게 들리네
Oh 눈 내리는 소리
이제 인정하자
수많은 끝도 끝났어
찬란한 그때의
우린 이젠 없으니까
돌아온 계절
남아있는 건 없으니까
추억을 지우는 게
내 이별의 숙제
창문 너머
그저 바라봐 그때 마침
눈이 오잖아
우리 처음 만난 그 밤에도
한참 동안 눈이 왔잖아
지금 내가 생각나지
않을 리가 없잖아
눈이 오잖아
그때 내가 밤하늘 내린
하얀 눈 예쁘다 했잖아
그랬잖아
지금 눈이 오잖아
마지막 안녕이 남은 거리에서 혼자
너와의 약속들을 되뇌었어
함께여야 할 너 없는 이 겨울의
첫눈이 오잖아
눈이 오지만
우리 처음 만난 그 밤에도
내렸던 그 눈이 오지만
주머니 속 챙겨 나온 기억
버려야만 해
눈이 오지만
우린 이대로의 모습으로
남아있는 게 맞지만
그래도
지금
그 눈이 오잖아","152,707"
16,인사,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.507BF0FA2D5F916CB4F345C8130B9803.e.64819"")>","돌아서는 너를 보며
난 아무 말도 할 수 없었고
슬퍼하기엔 짧았던
나의 해는 저물어 갔네
지나치는 모진 기억이
바람 따라 흩어질 때면
아무 일도 없듯이 보내주려 해
아픈 맘이 남지 않도록
안녕 멀어지는 나의 하루야
빛나지 못한 나의 별들아
차마 아껴왔던 말 이제서야
잘 지내 인사를 보낼 게
떠나가는 너를 보며
난 아무 말도 할 수 없었고
슬퍼하기엔 짧았던
나의 해는 저물어 갔네
돌이킬 순 없는 추억이
바람 따라 흩어질 때면
아무 일도 없듯이 보내주려 해
아픈 맘이 남지 않도록
안녕 멀어지는 나의 하루야
빛나지 못한 나의 별들아
차마 아껴왔던 말 이제서야
잘 지내 인사를 보낼 게
잘 지내 인사를 보낼 게","138,020"
17,살기 위해서,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.86FD008BD5BCE5EEFC60EC603CAC4476.e.67822"")>","원합니다 내가 살기 위해서
내가 이렇게도 가슴이 뛰는 건
그대가 내 마음에 다녀 갔었나 봐
우리 사랑은 또 스쳐가지만
세상에서 가장 그리운 사람
내가 어느새 그대 이름을 불러
원합니다 내가 살기 위해서
그 사랑이 아파도 기다릴게 여기서
사랑이란 멀리 있어도
언젠간 만날 테니까
네가 없으면
죽을 것 같아서 살기 위해서
왜 이유 없이 눈물이 났는지
그렇게 가슴 아파야 했는지
지금 달려가 꼭 말해주고 싶어
원합니다 내가 살기 위해서
그 사랑이 아파도 기다릴게 여기서
사랑이란 멀리 있어도
언젠간 만날 테니까
네가 없으면
죽을 것 같아서 널 사랑해서
두 번 다신 못 보게 될까 봐
연기처럼 네가 사라질까 봐
난 두려워
원합니다 내가 살기 위해서
날 살게 해준 사람 바로 그대입니다
눈물마저 고맙습니다
그대가 준 것이니까
그리움 조차 나는 행복해서
살기 위해서 널 사랑해","20,435"
18,"모든 날, 모든 순간 (Every day, Every Moment)","<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.F6C75CB4E32CB64EEA08380749054D19.e.70680"")>","네가 없이 웃을 수 있을까
생각만 해도 눈물이나
힘든 시간 날 지켜준 사람
이제는 내가 그댈 지킬 테니
너의 품은 항상 따뜻했어
고단했던 나의 하루에
유일한 휴식처
나는 너 하나로 충분해
긴 말 안 해도 눈빛으로 다 아니깐
한 송이의 꽃이 피고 지는
모든 날 모든 순간 함께해
햇살처럼 빛나고 있었지
나를 보는 네 눈빛은
꿈이라고 해도 좋을 만큼
그 모든 순간은 눈부셨다
불안했던 나의 고된 삶에
한줄기 빛처럼 다가와
날 웃게 해준 너
나는 너 하나로 충분해
긴 말 안 해도 눈빛으로 다 아니깐
한 송이의 꽃이 피고 지는
모든 날 모든 순간 함께해
알 수 없는 미래지만
네 품속에 있는 지금 순간 순간이
영원 했으면 해
갈게 바람이 좋은 날에
햇살 눈부신 어떤 날에 너에게로
처음 내게 왔던 그날처럼
모든 날 모든 순간 함께해","436,181"
19,다정히 내 이름을 부르면,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.747E15A33DC065206762CC34349AF57D.e.73612"")>","끝없이 별빛이 내리던 밤
기분 좋은 바람이
두 뺨을 스치고
새벽 바다 한곳을 보는
아름다운 너와 나
그림을 그려갔어
모래 위 떨린 손끝으로
날 향해 웃어주는 입술
끝 모양과 저 달보다
사랑스러운 두 눈을 가진 네가
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
남은 내 모든 날을 너에게
다 줘도 안 아까워
이제서야 내가
사랑에 눈을 뜬 건 가봐
경험하지 못했고
믿기지 않는 일만
일어나고 있는 거 아니
5월에 피는 봄꽃 처럼
내 사랑도 피어나
부는 바람에 살며시 실어 보내
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
설레는 지금이
꿈이 아닌 걸 알잖아
난 더 바랄 게 없어
먼 훗날 내 생애
아주 작은 소리로
귓가에 말할 거야
내 곁에 머물러줘서
마음 다해 고맙다고
어떤 말로도 표현 못 할
내 인생의 전부였다고
이 순간 너를 꼭 안고
고백할게 언제나
우리 모든 날들과
별빛 아래 우리 그림자
제일로 특별하다고
길고 긴 겨울 끝을 지나
너의 앞에 서있는 지금
선명한 목소리로
널 사랑한다고
말할게","206,847"
