,제목,가수,가사,좋아요
25,Lose Yourself,Eminem(에미넴),"Look if you had one shot or one opportunity
To seize everything you ever wanted
In one moment
Would you capture it or just let it slip?
Yo his palms are sweaty knees weak
Arms are heavy
There's vomit on his sweater already
Mom's spaghetti
He's nervous but on the surface
He looks calm and ready
To drop bombs but he keeps on forgetting
What he wrote down
The whole crowd goes so loud
He opens his mouth
But the words won't come out
He's choking how?
Everybody's joking now
The clock's run out
Time's up over blaow
Snap back to reality
Ope there goes gravity ope
There goes rabbit he choked
He's so mad but he won't
Give up that easy no
He won't have it he knows
His whole back's to these ropes
It don't matter he's dope
He knows that but he's broke
He's so stagnant he knows
When he goes back to this mobile home
That's when it's
Back to the lab again yo this whole rhapsody
Better go capture this moment
And hope it don't pass him and
You better lose yourself in the music
The moment you own it
You better never let it go (Go)
You only get one shot
Do not miss your chance to blow
This opportunity comes once in a lifetime yo
You better lose yourself in the music
The moment you own it
You better never let it go (Go)
You only get one shot
Do not miss your chance to blow
This opportunity comes once in a lifetime yo
You better
His soul's escaping through
This hole that is gaping
This world is mine for the taking make me king
As we move toward a new world order
A normal life is boring But superstardom's
Close to post mortem it only grows harder
Homie grows hotter he blows it's all over
These hoes is all on him coast to coast shows
He's known as the globetrotter lonely roads
God only knows he's grown farther
From home he's no father
He goes home and barely knows
His own daughter
But hold your nose
'Cause here goes the cold water
These hoes don't want him no mo'
He's cold product
They moved on to the next schmoe who flows
He nose dove and sold nada
And so the soap opera
Is told it unfolds I suppose it's old partner
But the beat goes on
Da da dom da dom dah dah dah dah
You better lose yourself in the music
The moment you own it
You better never let it go (Go)
You only get one shot
Do not miss your chance to blow
This opportunity comes once in a lifetime yo
You better lose yourself in the music
The moment you own it
You better never let it go (Go)
You only get one shot
Do not miss your chance to blow
This opportunity comes once in a lifetime yo
You better
No more games
I'ma change what you call rage
Tear this motherfuckin' roof off
Like two dogs caged
I was playin' in the beginning
The mood all changed
I've been chewed up
And spit out and booed off stage
But I kept rhymin'
And stepped right in the next cypher
Best believe somebody's payin' the pied piper
All the pain inside amplified by the
Fact that I can't get by with my nine to
Five and I can't provide the right
Type of life for my family
'Cause man these goddamn food stamps
Don't buy diapers
And there's no movie there's no mekhi phifer
This is my life
And these times are so hard
And it's gettin' even harder
Tryna feed and water my seed
Plus teeter totter
Caught up between bein' a father
And a prima donna
Baby mama drama screamin' on her
Too much for me to wanna
Stay in one spot another day of monotony's
Gotten me to the point I'm like a snail I've got
To formulate a plot or end up in jail or shot
Success is my only
Motherfuckin' option failure's not
Mom I love you but this trailer's got
To go I cannot grow old in salem's lot
So here I go it's my shot Feet fail me not
This may be the only opportunity that I got
You better lose yourself in the music
The moment you own it
You better never let it go (Go)
You only get one shot
Do not miss your chance to blow
This opportunity comes once in a lifetime yo
You better lose yourself in the music
The moment you own it
You better never let it go (Go)
You only get one shot
Do not miss your chance to blow
This opportunity comes once in a lifetime yo
You better
You can do anything you set your mind to man
dldpwl1015 님이 등록해 주신 가사입니다.
가사 오류 제보","1,320"
26,Big Dawgs,HanuMankind,"Uh yeah uh yeah
Uh yeah uh yeah
Uh yeah uh yeah
Uh yeah uh yeah

Wait a minute get it how you live it
Ten toes in when we standin' on business
I'm a big stepper underground methods
Top-notch hoes get the most not the lesser 
(The most not the lesser)
Straight terror product of your errors
Pushing culture baby 
got that product you can't measure 
(Got that product you can't measure)
Trendsetter the one who gеt her wetter
Swеrvin' while I'm bumpin' Project Pat uh
Yeah rollin' through the city with the big dogs
Fuck the laws lawyer with me 
we ain't gotta call
Celly on silent 
but the product end up hella loud
That's how you make the money pile 
for everyone involved
And if you don't deserve a cut
 then we gon' cut 'em off (Cut 'em off)
My barber got me looking proper 
every single time
Fresh fade gettin' faded on that top grade
No you ain't walkin' out alive 
smokin' what we on
And you know I gotta pour it 
for the ones who gone (Gone)
R.I.P. it's in your memory we carry on
When I die they will not bury me 
not what I want
Burn my body pour my ashes in a river y'all
That's how we knowin' 
that the flow about to carry on
See immortality's a fallacy I prove 'em wrong
The southern family gon' carry me 
to way beyond
Anything you've ever known 
anything you've done

They ask me ""How you be like this?"" 
(Huh? What?)
""How you live like this?"" (What? What? What?)
Why you woried 'bout it ho? 
Get up off my dick (Get up off my dick)
Get up out the way (Get up out the way)
What you think this is? (What you think this is?)
No we ain't worried 'bout it ho 
watch me skrrt the whip
They ask me ""How you get like this?"" 
(Huh? What?)
""How you live like this?"" (Huh? What?)
Why you worried 'bout it ho? 
Get up off my dick (Get up off my dick)
Get up out the way (Get up out the way)
What you think this is? (What you think this is?)
No we ain't worried 'bout you ho 
watch me skrrt the whip yeah

Yeah swervin' movin' to the money 
like it's urgent
Hands on guy so I'm in it like a surgeon 
(Like a surgeon)
Uh the skin colour like the bourbon
A worldwide sign that we face closed curtains 
(Closed curtains)
Out here yo nothin' ever certain
Only thing that's promised is 
that promises are broken 
(That promises are broken)
Yeah so we findin' ways to cope then
Only thing I'm breaking is her back 
with the motions (Ooh)
Yeah baby girl bring out the goodies 
snuck it in inside her hoodie
Now we turnin' up to boogie yeah
In school I used to fight the bullies 
now I'm fightin' with the law
Guess some things don't leave you fully 
(Yes sir)
They try and push me then they try and pull me
Bet I will not budge if you doubt it 
then just call my bookie
And my bookie takin' bets
Prophesise a profit when you know 
what's comin' next like ooh

Yeah baby girl bring out the goodies 
snuck it in inside her hoodie
Now we turnin' up to boogie yeah
In school I used to fight the bullies 
now I'm fightin' with the law
Guess some things don't leave you fully
They try and push me then they try and pull me
Bet I will not budge 
if you doubt it then just call my bookie
And my bookie takin' bets
Prophesise a profit when you know 
what's comin' next like uh
Money on my mind we gon' run it up
See what you gon' find baby push your luck
We been on the grind we been gettin' up
We ain't got the time for you fuckin' bums
Money on my mind we gon' run it up
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",298
27,Goodbyes (feat. Young Thug),Post Malone(포스트 말론),"Me and kurt feel the same
Too much pleasure is pain
My girl spites me in vain
All I do is complain
She needs something to change
Need to take off the e e edge
So fuck it all tonight
And don't tell me to shut up
When you know you talk too much
But you don't got shit to say
I want you out of my head
I want you out of my bedroom tonight
There's no way I could save you
'Cause I need to be saved too
I'm no good at goodbyes
We're both actin' insane
But too stubborn to change
Now I'm drinkin' again
80 proof in my veins
And my fingertips stained
Looking over the e e edge
Don't fuck with me tonight
Say you needed this heart
Then you got it
Turns out that it wasn't
What you wanted
And we wouldn't let go and we lost it
Now I'm a goner
I want you out of my head
I want you out of my bedroom tonight
There's no way I could save you
Cause I need to be saved too
I'm no good at goodbyes
I want you out of my life
I want you back here tonight
I'm tryna cut you no knife
I wanna slice you and dice you
My argue possessive it got you precise
Can you not turn off the TV?
I'm watchin' the fight
I flood the garage
Blue diamond no shark
You're barbie life doll
It's nicki minaj
You don't need a key to drive
Your car on the charger
I just wanna see the side
The one that's unbothered
And I don't want ya to never go outside
I promise if they play
My niggas slidin'
I'm fuckin' her and the tour bus still ridin'
Yeah yeah yeah yeah yeah
I want you out of my head
I want you out of my bedroom tonight
There's no way I could save you
Cause I need to be saved too
I'm no good at goodbyes
Goodbye goodbye goodbye
Goodbye goodbye goodbye
Goodbye goodbye goodbye
I'm no good at goodbyes
Goodbye goodbye goodbye
Goodbye goodbye goodbye
Goodbye goodbye goodbye
I'm no good at goodbyes
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","5,019"
28,Lil Boo Thang,Paul Russell,"Let me tell you
Girl
You my lil' boo thang
So I don't give a hoot what your dude say
Girl I know
You a lil' too tame
I be shooting that shot like 2k
Girl I know
Tell em' I'm tell em' I'm next
Tell em' you found a lil' something too fresh
I know
Tell em' I'm tell em' I'm next
Tell em' you found a lil' something too fresh
I know
Put a lil' gold in the teeth
And the fit goes hard
Took the doors off the Jeep okay
I see your brother holding your seat no beef
But I'm down to get to know you at least
Don't take my talkin' to you wrong
I can keep it chill like I smoke a young blunt
I'ma keep it real when your man long gone
If you're looking for a friend
Then you got the wrong song
Baby girl what's good what's with ya?
If you booked tonight that's fiction
I'm outside not with ya
You want me go figure
To the back to the front
You a ten baby girl but I'm the one (Hey)
To the back to the front
You a ten baby girl but I'm the one (One)
You my lil' boo thang
So I don't give a hoot what your dude say
Girl I know
You a lil' too tame
I be shooting that shot like 2k
Girl I know
Tell em' I'm tell em' I'm next
Tell em' you found a lil' something too fresh
I know
Tell em' I'm tell em' I'm next
Tell em' you found a lil' something too fresh
I know
Hey
Girl you got me
I'm singing
It's like
Oh ooh oh ooh you got the best of my love
Oh ooh oh ooh you got the best of my (My)
Oh ooh oh ooh you got the best of my love
Oh ooh oh ooh got the best of my
You my lil' boo thang (Yeah)
So I don't give a hoot what your dude say
Girl I know
You a lil' too tame
I be shooting that shot like 2k
Girl I know
Tell em' I'm tell em' I'm next
Tell em' you found a lil' something too fresh
I know
Tell em' I'm tell em' I'm next
Tell em' you found a lil' something too fresh
I know
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",628
29,Better Now,Post Malone(포스트 말론),"You probably think that you are
Better now better now
You only say that 'cause
I'm not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
You know I say that
I am better now better now
I only say that 'cause
You're not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
I did not believe that it would end no
Everything came second to the benzo
You're not even speakin' to my friends no
You knew all my uncles
And my aunts though
Twenty candles blow 'em out
And open your eyes
We were lookin' forward
To the rest of our lives
Used to keep my picture posted
By your bedside
Now it's in your dresser
With the socks you don't like
And I'm rollin' rollin' rollin' rollin'
With my brothers like it's jonas jonas
Drinkin' henny and I'm tryna forget
But I can't get this shit outta my head
You probably think that
You are better now better now
You only say that 'cause
I'm not around not around
You know I never meant
To let you down let you down
Woulda gave you anything
Woulda gave you everything
You know I say that
I am better now better now
I only say that 'cause
You're not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
I seen you with your other dude
He seemed like he was pretty cool
I was so broken over you
Life it goes on what can you do?
I just wonder what it's gonna take
Another foreign or a bigger chain
Because no matter
How my life has changed
I keep on looking back on better days
You probably think that
You are better now better now
You only say that
'Cause I'm not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
You know I say that
I am better now better now
I only say that
'Cause you're not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
Oh oh
I promise
I swear to you I'll be okay
You're only the love of my life
You probably think that
You are better now better now
You only say that
'Cause I'm not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
You know I say that
I am better now better now
I only say that
'Cause you're not around not around
You know I never meant to
Let you down let you down
Woulda gave you anything
Woulda gave you everything
Oh oh
bbbgold 님이 등록해 주신 가사입니다.
가사 오류 제보","5,425"
30,Myself,Post Malone(포스트 말론),"I wish I could've been there myself
It's what it is it's how I live
All the places i've been
I wish i could've been there myself
I made so much spent so much
And I can't get enough
I wish I could've been there myself
(Wish I could've been there myself)
Your second cousin lives in orlando (Orlando)
And yeah I just finished a show
(Just finished a show)
People shoving shots down their damn throat
Some selling yes but I'm gonna say no
(Gonna say no)
It's what it is it's how I live
All the places I've been
I wish I could've been there myself
(Wish I could've been there myself)
I made so much spent so much
And I can't get enough (I can't get enough)
I wish I could've been there myself
All of this american dreamin'
Everybody's sick of believin'
Oh let's not give a fuck 'til
Giving a fuck has no meaning
Oh I'm sick of believing
All of this american dreaming
Oh let's not give a fuck 'til
Giving a fuck has no meaning oh
It's what it is it's how I live
All the places I've been
I wish I could've been there myself
(Wish I could've been there myself)
I made so much spent so much
And I can't get enough (No I can't get enough)
I wish I could've been there myself
(Wish I could've been there myself)
No I can't get enough
Oh oh oh oh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,512"
31,LOVE. (feat. Zacari),Kendrick Lamar(켄드릭 라마),"Damn love or lust
Damn all of us
Give me a run for my money
There is nobody no one to outrun me
(Another world premier)
So give me a run for my money
Sippin' bubbly feelin' lovely livin' lovely
Just love me
I wanna be with you ayy I wanna be with
I wanna be with you ayy I wanna be with
I wanna be with you
If I didn't ride blade on curb
Would you still (love me?)
If I made up my mind at work
Would you still (love me?)
Keep it a hundred I'd rather you
Trust me than to (love me)
Keep it a whole one hund'
Don't got you I got nothin'
Ayy I got somethin'
Hol' up we gon' function no assumptions
Feelin' like tyson with it
Knock it out twice I'm with it
Only for the night I'm kiddin'
Only for life you're a homie for life
You're a homie for life let's get it
Hit that shoulder lean
I know what comin' over mean
Backstroke oversea
I know what you need
Already on ten our money come in
All feeling go out this feeling don't drought
This party won't end
If I didn't ride blade on curb
Would you still (love me?)
If I made up my mind at work
Would you still (love me?)
Keep it a hundred I'd rather you
Trust me than to (love me)
Keep it a whole one hund'
Don't got you I got nothin'
Give me a run for my money
There is nobody no one to outrun me
So give me a run for my money
Sippin' bubbly feelin' lovely livin' lovely
Just love me
I wanna be with you ayy I wanna be with
I wanna be with you ayy I wanna be with
I wanna be with you
I'm on the way
We ain't got no time to waste
Poppin' your gum on the way
Am I in the way?
I don't want to pressure you none
I want your blessing today
Oh by the way open the door by the way
Told you that I'm on the way
I'm on the way I know connection is vague
Pick up the phone for me babe
Damn it we jammin'
Bad attitude for your nanny
Curves and your hips from yo' mammy
Remember gardena I took the studio camera
I know top will be mad at me
I had to do it I want your body your music
I bought the big one to prove it
Look what you've made
Told you that I'm on the way
I'm like an exit away yep
If didn't ride blade on curb
Would you still (love me?)
If I made up my mind at work
Would you still (love me?)
Keep it a hundred I'd rather you
Trust me than to (love me)
Keep it a whole one hund'
Don't got you I got nothin'
Give me a run for my money
There is nobody no one to outrun me
So give me a run for my money
Sippin' bubbly feelin' lovely livin' lovely
Just love me
I wanna be with you ayy I wanna be with
I wanna be with you ayy I wanna be with
I wanna be with you
juyoungsong@naver.com 님이 등록해 주신 가사입니다.
가사 오류 제보","2,378"
32,[19금] Low (feat. T-Pain),Flo Rida(플로 라이다),"청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다.
성인 인증 후 이용해 주세요. (연 1회)
성인 인증 하기","18,007"
33,Runaway (feat. Pusha T),Kanye West(카니예 웨스트),"Look at you look at you
look at you look at you
Look at you look at you
look at you look at you
Look at you look at you
look at you look at you
Look at you look at you
look at you look at you
Look at you look at you
look at you look at you
Look at you look at you
(Ladies and gentlemen
ladies ladies and gentlemen)
And I always find
yeah I always find something wrong
You been puttin' up with my shit
just way too long
I'm so gifted at finding
what I don't like the most
So I think it's time for us to have a toast
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby I got a plan
Run away fast as you can
She find pictures in my e-mail
I sent this bitch a picture of my dick
I don't know what it is with females
But I'm not too good at that shit
See I could have me a good girl
And still be addicted to them hood rats
And I just blame everything on you
At least you know that's what I'm good at
And I always find yeah I always find
Yeah I always find something wrong
You been puttin' up with my shit
just way too long
I'm so gifted at finding
what I don't like the most
So I think it's time for us to have a toast
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby I got a plan
Run away fast as you can
Run away from me baby
Ah run away
Run away from me baby
(Look at you look at you look at you)
Run away
When it starts to get crazy
(Look at you look at you look at you)
Then run away
Babe I got a plan run away as fast as you can
Run away from me baby
Run away
Run away from me baby
(Look at look at look at look at
look at look at look at you)
Run away
When it starts to get crazy
(Look at you look at you)
Why can't she just run away?
(look at you look at you)
Baby I got a plan
Run away as fast as you can
(Look at you look at you look at you)
Twenty-four seven three sixty-five
pussy stays on my mind
I-I-I-I did it alright alright I admit it
Now pick your next move
you could leave or live with it
Ichabod Crane with that motherfuckin' top off
Split and go where?
Back to wearing knock-offs?
Haha knock it off Neimans shop it off
Let's talk over mai tais waitress top it off
Hoes like vultures
wanna fly in your Freddy loafers
You can't blame 'em
they ain't never seen Versace sofas
Every bag every blouse every bracelet
Comes with a price tag baby face it
You should leave if you can't accept the basics
Plenty hoes in the baller-nigga matrix
Invisibly set the Rolex is faceless
I'm just young rich and tasteless P
Never was much of a romantic
I could never take the intimacy
And I know I did damage
'Cause the look in your eyes is killing me
I guess you knew of that advantage
'Cause you could blame me for everything
And I don't know how I'ma manage
If one day you just up and leave
And I always find
yeah I always find something wrong
You been puttin' up with my shit
just way too long
I'm so gifted at finding
what I don't like the most
So I think it's time for us to have a toast
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby I got a plan
Run away fast as you can
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","1,305"
34,death bed (coffee for your head),Powfu,"Don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
Yeah
I don't wanna fall asleep
I don't wanna pass away
I been thinking of our future
Cause I'll never see those days
I don't know why this has happened
But I probably deserve it
I tried to do my best
But you know that I'm not perfect
I been praying for forgiveness
You been praying for my health
When I leave this earth
Hoping you'll find someone else
Cause yeah
We still young there's
So much we haven't done
Getting married start a family
Watch your husband with his son
I wish it could be me
But I won't make it off this bed
I hope I go to heaven
So I see you once again
My life was kinda short
But I got so many blessings
Happy you were mine
It sucks that it's all ending
Don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
And I don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
I'm happy that you're here with me
I'm sorry if I tear up
When me and you were younger
You would always make me cheer up
Taking goofy videos
While walking through the park
You would jump into my
Arms every time you heard a bark
Cuddle in your sheets
Sang me sound asleep
And sneak out through
Your kitchen at exactly 1:03
Sundays went to church
On mondays watched a movie
Soon you'll be alone
Sorry that you have to lose me
Don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
And I don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
Don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
And I don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","4,399"
35,"Sticky (feat. GloRilla, Sexyy Red, Lil Wayne)","Tyler, The Creator(타일러, 더 크리에이터)","Mm
Poppin' that shit get you hit quick fast 
(Mink, mink, mink)
Niggas poppin' off and niggas steppin' on the gas
Pop that shit like I'm poppin' some gum
Who the fuck you talkin' to, ho? I ain't the one

It's gettin' sticky, sticky, sticky (Ooh)
Bitch, it's gettin' sticky, sticky, sticky
Bro, it's gettin' sticky, sticky, sticky
Bitch, it's gettin' sticky, sticky, sticky

See, I'm a Westside nigga from the zone 
(What's goin' on, nigga?)
Knock, knock, knock, knock, knockin' at the door 
(I'm knockin' at the door)
I keep them mink-minks on hip 
'cause I keloid my fists (Mm)
Nigga, give a fuck 'bout pronouns, 
I'm that nigga and that bitch

It's gettin' sticky, sticky, sticky
Bitch, it's gettin' sticky, sticky, sticky
Bro, it's gettin' sticky, sticky, sticky
It's gettin', sing that shit, 
sticky, sticky, sticky, bitch

Uh, lit-ass bitch, steppin', I be poppin' shit
Fly as fuck, niggas want that motion, 
I be in the cut
Sneaky link, she say that's her nigga, 
I don't give a fuck
These bitches tryna scrap, 
but I'm knuckin' if you buckin', ho

It's gettin' sticky (Yup, yeah)
It's gettin' sticky (Bitch, where thеy at?)
It's gettin' sticky (Bitch)
It's gettin' sticky (Yeah)

Bitch, lеt it be
Niggas say I ain't that guy, 
they must be smoking ketamine
Always talkin' 'bout potential, 
bitch, I am the better me
Jack of all trades, 
name a nigga who ahead of me
Must be God instead of me

Bitch, it's gettin' sticky
Yeah, it's gettin' sticky (Yo, where they at?)
It's gettin' sticky (Weird-ass nigga)
Bitch, it's gettin' sticky (It's Sexyy, yeah)

Sexyy in this bitch, Tyler in this bitch, 
we turnt as fuck (Northside)
Bitches mad, but can't beat my ass, 
ho, line it up (Yeah)
I don't fight for my respect, bitch, I fight for dick 
(Keep your fuckin' kids off the street)
Fah-fah-fah-fah, baby girl, I'm finna rock your shit

It's gettin' sticky (Fuck that bitch, I'll clap your ho)
It's gettin' sticky 
(Nigga, fuck that bitch, I'll clap your ho)
It's gettin' sticky 
(Nigga, fuck that bitch, I'll clap your ho)
It's gettin' sticky (Fuck that trick, I'ma—)
It's gettin' sticky in this bitch

Sticky situation (Rock 'em), discombobulation
Caught me red-handed, palms itchin' like rosacea
Standin' like ovation on business occupation
Drippin' condensation, 
gotta whisper conversations

It's gettin' sticky (Tunechi)
It's gettin' sticky (It's gettin' sticky in this bitch)
It's gettin' sticky (Chromakopia, Chromakopia)
It's gettin' sticky (Chroma—)
Grab that mop, grab that mop, 
I got something, bitch (Mm, grab that—)

Better find a mop, it's gettin' sticky in this bitch 
(Mm)
Better find a mop, it's gettin' sticky in this bitch 
(Roof-roof-roof)
Better find a mop, it's gettin' sticky in this bitch 
(Yeah, that dog tooth)
Better find a mop, it's gettin' sticky in this bitch

Yeah, bitch, I'm outside with it (Mm, uh), 
tell them niggas I did it
Allergies to bum niggas, I see you, my eyes itchin'
This shit regular, regular, all that shit be regular
Ahead of ya, I'm better, baby, check the vehicle
LaFerrari (Mhm), niggas sour (Mhm)
I can fit ten-hundred thousand in these trousers 
(Mhm)
Buddy pillow talkin', ""Stay away from 'Konma"" 
(Mhm)
A homewrecker, I be fuckin' who I wanna (Mhm)
Okay, big-dick nigga big stompin' 
through your town
All the bi bitches know the fuck is goin' down
That's a bet, skip the sex, 
ride my face, break my neck
Fuck now, mood swingin' like— jet
Fuck that aiming 'bout?
Hittin' everything that's in my way, 
fuck what they talkin' 'bout
I be gettin' off like holiday, 
man, pull some paper out
Fuck comparin' bank accounts (Uh)
Louis V say my name, 
we ain't worth the same amount, boy

Better find a mop, it's gettin' sticky in this bitch 
(Oh)
Better find a mop, it's gettin' sticky in this bitch 
(Oh, sticky)
Better find a mop, it's gettin' sticky in this bitch 
(Oh)
Better find a mop, it's gettin' sticky in this bitch 
(Oh)
Better find a mop, it's gettin' sticky in this bitch 
(Oh)
Better find a mop, it's gettin' sticky in this bitch 
(Yeah, yeah, yeah, oh)
Better find a mop, it's gettin' sticky in this bitch 
(Oh)
Better find a mop, it's gettin' sticky in this bitch

Gettin' sticky, sticky, sticky, sticky (Oh, no, no, no)
Sticky
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",68
36,All The Stars (영화 '블랙 팬서' OST),Kendrick Lamar(켄드릭 라마),"Love let's talk about love
Is it anything and
Everything you hoped for
I get a feeling on you
I get a feeling on you
This may be the night that
My dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that
My dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet bring a sword
Bring a morgue
But you can't bring the truth to me
Fuck you and all your expectations
I don't even want your congratulations
I recognize you far as confidence and
Calculated promises
All in your conversation
I hate people that feel entitled
Look at me crazy
'Cause I ain't invite you
Oh you important
You the moral to the story you endorsing
Motherfucker I don't even like you
Corrupted man's heart with a gift
That's how you find out
Who you dealin' with
A small percentage
Who I'm building with
I want the credit if I'm losing
Or I'm winning
On my momma that's the realest shit
Love let's talk about love
Is it anything and
Everything you hoped for
I get a feeling on you
I get a feeling on you
This may be the night that
My dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that
My dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
Skin covered with an ego
Get to talking like a end forth
Like a rebound
Got no end game got no reason
Got to stay down
It's the way that you making me feel
Like nobody ever loved me
Like you do you do
You kinda feeling like
You're tryna get away from me
If you do I won't move
I ain't just cryin' for no reason
I ain't just prayin' for no reason
I give thanks for the days for the hours
And another way another life breathin'
I did it all 'cause it feel good
I wouldn't do it at all if it feel bad
Better live your life
We're runnin' out of time
Love let's talk about love
Is it anything and
Everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)
This may be the night
That my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night
That my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
bbbgold 님이 등록해 주신 가사입니다.
가사 오류 제보","4,763"
37,Bling-Bang-Bang-Born,Creepy Nuts,"Yeah, boy

チート、Gifted、荒技、Wanted
禁忌、禁じ手、明らか盲点
反則、異次元、
この世の中のもんでは無いです
無理ゲー、それ聞いてないって
Ay ライバル口を揃えて
Wow ライバル口を揃えて
バグで、まぐれ、認めねーゼッテー
マジで？コレおま全部生身で？

It's 生身 It's 生身 yeah-yeah-yeah-yeah
Bling-bang-bang, bling-bang-bang-born
Bling-bang-bang, bling-bang-bang-born

実力を発揮し切る前に
相手の方がバックれてくらしい
上がり切るハードル Very happy
あきらかにダントツでピカイチ
相変わらず脱皮してる毎日 
(Bling-bling-bling)
誰の七光も要らないお前のiceよりicy (Icy)
俺、パッと見出来ない事ばっかりだけど 
Very happy
あ、キレてる呆れてる周り
恵まれてる家族友達 (Happy)
もう反則的立ち位置、皆俺に任せとけば良い 
(Bang-bang-bang)
教科書に無い、問題集に無い
超badな呪(まじな)い Listen

鏡よ鏡答えちゃって
Who's the best? I'm the best! Oh yeah
生身のまま行けるとこまで
To the next, to the 1番上

Now singin'
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
(Now singin')
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
(Now singin')
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
To the next, to the 1番上

Ey-day 俺のままで居るだけで超 Flex
Ey-day 誰も口を挟めない (Don't test)
Ey-day 俺のままで居るだけで超 Flex
Ey-day 誰も口を挟ませない (Don't test)

Yeah, yeah, yeah
学歴も無い前科も無い余裕で Bling-bling
この存在自体が文化財な脳味噌 Bling-bling
高級車は買える免許は無い愛車 Green, green
全国各地揺らす逸品
このベロが Bling-bling
バレットなら満タン
関西訛り生身のコトダマ
音楽、幸運、勝利の女神、今宵も三股 
Bang bang
漫画みたいな輩とまんまで
張りあえてしまってる漫画
圧倒的チカラこの頭と口から
この身体 Tattoo は入って無い
このツラに傷もついて無い
繰り返しやらかしてくダメージが
イカつい年輪を刻む皺
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
俺のままで Blingして Bangして 
Bangする為に Bornして来たニッポン
Ay

鏡よ鏡答えちゃって
Who's the best? I'm the best! Oh yeah
生身のまま行けるとこまで
To the next, to the 1番上

Now singin'
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
(Now singin')
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
(Now singin')
Bling-bang-bang, bling-bang-bang, 
bling-bang-bang-born
To the next, to the 1番上

Ey-day 俺のままで居るだけで超 Flex
Ey-day 誰も口を挟めない (Don't test)
Ey-day 俺のままで居るだけで超 Flex
Ey-day 誰も口を挟ませない (Don't test)
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",447
